, ,,,,Distance moved,Velocity,Freezing,Freezing,Cruising,Cruising,Bursting,Bursting,Turn angle,Angular velocity,Meander,Meander
,,,,,CenterNApoint,CenterNApoint,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,CenterNApoint / absolute,CenterNApoint / absolute,CenterNApoint / absolute,CenterNApoint / absolute
,,,,,Total,Mean,Frequency,Cumulative Duration,Frequency,Cumulative Duration,Frequency,Cumulative Duration,Mean,Mean,Mean,Total
,,,,,mm,mm/s,,s,,s,,s,deg,deg/s,deg/mm,deg/mm
C2,MDA 0.3,Trial     4,F9,0:00:00-0:30:00,1806.21,1.00432,256,1758.92,308,15.84,97,5.68,116.603,2915.07,6767.96,303584000
C2,MDA 0.3,Trial     4,G3,0:00:00-0:30:00,1575.05,0.901225,150,1787.28,182,8.44,38,2.28,117.824,2945.6,6816.3,295793000
C2,MDA 0.3,Trial     4,G9,0:00:00-0:30:00,2011.81,1.11956,314,1043.16,444,22.88,142,7.92,116.462,2911.56,6562.38,290996000
C2,MDA 0.3,Trial     4,H3,0:00:00-0:30:00,2280.8,1.34357,580,1673.8,776,42.96,310,19.76,112.044,2801.09,7107.81,290048000
C2,MDA 0.3,Trial     4,H9,0:00:00-0:30:00,1751.81,1.11925,429,1168.32,574,30.4,187,11,113.569,2839.21,7510.5,289244000
C2,MDA 1,Trial     4,A4,0:00:00-0:30:00,2065.96,1.16256,663,1706.92,771,36.36,169,9.36,111.544,2788.6,6802.61,301049000
C2,MDA 1,Trial     4,A10,0:00:00-0:30:00,3472.79,1.93092,1215,1485,1627,81.12,529,29.76,103.799,2594.97,5803.2,260662000
C2,MDA 1,Trial     4,B4,0:00:00-0:30:00,2372,1.39938,641,1627.96,858,45.28,308,18.44,112.246,2806.16,6724.78,284048000
C2,MDA 1,Trial     4,B10,0:00:00-0:30:00,2643.73,1.50062,736,1692.48,916,50.48,287,20,111.829,2795.74,6079.83,265117000
C2,MDA 1,Trial     4,C4,0:00:00-0:30:00,744.303,0.413842,0,0,0,0,0,0,122.307,3057.67,10456,427012000
C2,MDA 1,Trial     4,C10,0:00:00-0:30:00,2420.7,1.35726,290,1707.08,366,20.36,149,9.32,116.718,2917.94,5258.08,233837000
C2,MDA 1,Trial     4,D4,0:00:00-0:30:00,2360.23,1.31238,720,1631.32,925,45.92,247,13.72,112.46,2811.5,6612.52,296300000
C2,MDA 1,Trial     4,D10,0:00:00-0:30:00,2600.07,1.56093,810,1573,1188,56.64,221,14.28,106.447,2661.18,6250.21,259671000
C2,MDA 1,Trial     4,E4,0:00:00-0:30:00,2380.98,1.32433,696,1692.32,940,44.8,230,12.28,110.869,2771.73,6294.66,281894000
C2,MDA 1,Trial     4,E10,0:00:00-0:30:00,4251.69,2.3641,1363,1650.68,1696,95.76,721,42.4,105.952,2648.81,4493.06,201240000
C2,MDA 1,Trial     4,F4,0:00:00-0:30:00,1456.83,0.816482,116,1754.4,141,7.56,39,2.92,117.704,2942.59,7424.12,329252000
C2,MDA 1,Trial     4,F10,0:00:00-0:30:00,2737.87,1.52229,1007,1706.32,1303,59.8,213,11.44,106.845,2671.13,5615.75,252108000
C2,MDA 1,Trial     4,G4,0:00:00-0:30:00,3218.76,1.79007,831,1662.24,1146,63,412,27.08,108.879,2721.98,5687.61,255283000
C2,MDA 1,Trial     4,G10,0:00:00-0:30:00,3033.47,1.68728,1315,1684.2,1628,76.88,341,18.32,104.21,2605.24,5746.71,257487000
C2,MDA 1,Trial     4,H4,0:00:00-0:30:00,2582.96,1.43622,1090,1429.88,1340,60.28,213,11.4,108.179,2704.47,6087.54,272637000
C2,MDA 1,Trial     4,H10,0:00:00-0:30:00,2269.24,1.26201,559,1701.64,773,38.64,270,14.68,112.907,2822.69,6888.65,307434000
C2,MDA 3,Trial     4,A5,0:00:00-0:30:00,1515.17,0.842452,232,1708.96,294,15.2,88,5.4,116.827,2920.67,7736.15,342626000
C2,MDA 3,Trial     4,A11,0:00:00-0:30:00,1859.35,1.0381,399,1732.2,527,23.04,50,3.16,114.1,2852.49,6460.38,288857000
C2,MDA 3,Trial     4,B5,0:00:00-0:30:00,2555.02,1.42129,589,1715.32,783,43.08,305,18.84,112.725,2818.13,6292.25,281270000
C2,MDA 3,Trial     4,B11,0:00:00-0:30:00,2017.26,1.12162,591,1724.92,770,34.28,119,6,111.805,2795.14,6845.32,307252000
C2,MDA 3,Trial     4,C5,0:00:00-0:30:00,2426.21,1.349,803,1728.4,993,47.36,263,13.56,111.911,2797.78,6402.96,287410000
C2,MDA 3,Trial     4,C11,0:00:00-0:30:00,1866.05,1.1508,669,1564.84,855,38.2,96,5.16,110.618,2765.44,6934.04,278922000
C2,MDA 3,Trial     4,D5,0:00:00-0:30:00,2393.51,1.33082,701,1529.96,872,42.64,276,14.6,110.686,2767.14,6567.5,294447000
C2,MDA 3,Trial     4,D11,0:00:00-0:30:00,1566.79,0.871405,243,1562.16,333,16.72,102,6.04,117.711,2942.78,7642.24,338528000
C2,MDA 3,Trial     4,E5,0:00:00-0:30:00,2169.06,1.20603,615,1262.92,777,37.2,238,12.04,112.701,2817.52,7030.92,313453000
C2,MDA 3,Trial     4,E11,0:00:00-0:30:00,1756.97,1.18576,500,1708.48,659,28.76,89,4.68,114.218,2855.46,6335.31,228191000
C2,MDA 3,Trial     4,F5,0:00:00-0:30:00,1571.84,1.14236,410,1704.64,565,27.04,120,6.88,112.333,2808.32,7378.79,251093000
C2,MDA 3,Trial     4,F11,0:00:00-0:30:00,2544.47,1.41476,775,1724.6,986,48.4,236,14,110.776,2769.41,5904.71,264950000
C2,MDA 3,Trial     4,G5,0:00:00-0:30:00,0.303274,7.58185,0,0,0,0,0,0,NA,NA,NA,NA
C2,MDA 3,Trial     4,G11,0:00:00-0:30:00,2122.52,1.18015,714,1714.32,965,43.36,97,6.24,110.508,2762.69,6824.38,305500000
C2,MDA 3,Trial     4,H5,0:00:00-0:30:00,2872.42,1.93215,1256,1678.24,1696,81.64,340,19.84,100.39,2509.76,5546.04,203845000
C2,MDA 3,Trial     4,H11,0:00:00-0:30:00,1743.53,1.37027,573,1251.8,702,34.44,236,12.84,109.454,2736.35,6528.38,204919000
C2,MDA 10,Trial     4,A6,0:00:00-0:30:00,1749.45,1.05495,391,1702.24,505,28.08,140,10.36,114.954,2873.84,7133.37,292932000
C2,MDA 10,Trial     4,A12,0:00:00-0:30:00,2074.02,1.16502,480,1731.76,670,32.92,153,9.64,112.169,2804.22,6613.58,293941000
C2,MDA 10,Trial     4,B6,0:00:00-0:30:00,2547.36,1.41637,738,1700.12,940,48.68,331,18.8,111.221,2780.52,6883.4,307874000
C2,MDA 10,Trial     4,B12,0:00:00-0:30:00,1640.35,0.942729,217,1670.52,261,12.92,61,4.04,117.305,2932.62,7051.83,305782000
C2,MDA 10,Trial     4,C6,0:00:00-0:30:00,1511.21,0.842631,96,1687.88,131,6.28,30,1.8,119.058,2976.44,6933.01,303333000
C2,MDA 10,Trial     4,C12,0:00:00-0:30:00,1539.42,0.910639,227,1360.76,286,15.44,105,6.56,116.566,2914.16,7251.38,305044000
C2,MDA 10,Trial     4,D6,0:00:00-0:30:00,1649.82,0.917321,273,997.12,364,17.52,94,5.04,115.53,2888.24,7370.02,330413000
C2,MDA 10,Trial     4,D12,0:00:00-0:30:00,1861.79,1.03523,309,1704.04,467,22,99,5.72,115.554,2888.85,6786.24,303820000
C2,MDA 10,Trial     4,E6,0:00:00-0:30:00,2965.94,1.89324,1309,1081.24,1526,74,455,22.44,102.353,2558.84,5511.31,215084000
C2,MDA 10,Trial     4,E12,0:00:00-0:30:00,1558.09,0.896461,234,1386.48,313,15.28,77,4.72,115.227,2880.69,7082.09,306222000
C2,MDA 10,Trial     4,F6,0:00:00-0:30:00,1720.31,0.956515,238,1590.48,321,15.68,62,3.96,116.492,2912.31,6913.44,309563000
C2,MDA 10,Trial     4,F12,0:00:00-0:30:00,1269.14,0.806476,189,1154.36,247,11.4,49,2.52,117.1,2927.49,7099.17,278997000
C2,MDA 10,Trial     4,G6,0:00:00-0:30:00,1607.85,1.1161,388,1412.64,507,22.04,57,2.88,113.797,2844.93,6184.82,221843000
C2,MDA 10,Trial     4,G12,0:00:00-0:30:00,1123.17,1.24968,206,1530.68,258,16.28,96,6.12,115.183,2879.58,6073.21,132596000
C2,MDA 10,Trial     4,H6,0:00:00-0:30:00,2936.64,1.63303,1332,1650.12,1835,80.32,182,10.28,102.122,2553.04,5872.6,261454000
C2,MDA 10,Trial     4,H12,0:00:00-0:30:00,2202.97,1.22488,462,1102.96,635,30.6,131,7.64,114.162,2854.05,6145.56,275967000
C2,MDA DMSO,Trial     4,A1,0:00:00-0:30:00,2207.61,1.32252,963,1522.56,1163,75.72,263,13.76,107.848,2696.2,7406.86,306762000
C2,MDA DMSO,Trial     4,A7,0:00:00-0:30:00,1287.83,0.773174,33,1788.24,43,1.72,0,0,118.949,2973.72,6929.04,279497000
C2,MDA DMSO,Trial     4,B1,0:00:00-0:30:00,1725.68,0.959586,371,1739.88,491,24.52,120,7.36,113.169,2829.23,7373.13,329933000
C2,MDA DMSO,Trial     4,B7,0:00:00-0:30:00,3976.55,2.21747,1932,1631.32,2367,114.28,620,33.32,98.167,2454.18,5085.89,226653000
C2,MDA DMSO,Trial     4,C1,0:00:00-0:30:00,2329.16,1.33339,746,1201,973,48.96,287,16.52,109.129,2728.24,6921.29,301367000
C2,MDA DMSO,Trial     4,C7,0:00:00-0:30:00,2065.51,1.22385,659,941.92,791,36.24,155,8.28,111.848,2796.2,6212.54,261666000
C2,MDA DMSO,Trial     4,D1,0:00:00-0:30:00,1543.85,0.858403,251,1761.92,321,15.76,64,4.28,116.998,2924.94,7759.32,346182000
C2,MDA DMSO,Trial     4,D7,0:00:00-0:30:00,2189,1.21711,559,1726.04,690,35.84,243,14.32,114.679,2866.97,6919.26,302607000
C2,MDA DMSO,Trial     4,E1,0:00:00-0:30:00,1759.32,0.978207,271,1560.04,445,20.08,52,3.4,115.724,2893.11,6856.19,307116000
C2,MDA DMSO,Trial     4,E7,0:00:00-0:30:00,1651.65,0.91834,7,1777.44,8,0.44,2,0.16,119.708,2992.71,5685.48,255454000
C2,MDA DMSO,Trial     4,F1,0:00:00-0:30:00,1356.01,1.04245,278,999.24,375,18.4,103,6.04,114.474,2861.85,6335.91,205676000
C2,MDA DMSO,Trial     4,F7,0:00:00-0:30:00,1738.58,0.988053,280,1706.64,342,15.36,60,2.88,115.853,2896.32,6716.05,294694000
C2,MDA DMSO,Trial     4,G1,0:00:00-0:30:00,1988.35,1.10697,619,1741.56,768,38.4,196,11.36,111.721,2793.02,7485.72,334552000
C2,MDA DMSO,Trial     4,G7,0:00:00-0:30:00,2287.54,1.2719,686,1733.24,907,41.04,155,8.32,110.507,2762.68,6280.14,281758000
C2,MDA DMSO,Trial     4,H1,0:00:00-0:30:00,2162.35,1.20304,667,1244.84,915,43.92,217,12.8,110.315,2757.88,7415.15,327898000
C2,MDA DMSO,Trial     4,H7,0:00:00-0:30:00,2126.16,1.18217,585,1744.48,773,37.56,156,9.32,112.376,2809.4,6723.94,300493000
C2,MDMA 0.1,Trial     2,A2,0:00:00-0:30:00,2113.16,1.17932,596,1642.68,803,39.12,179,10.44,113.015,2825.38,7002.96,311135000
C2,MDMA 0.1,Trial     2,A8,0:00:00-0:30:00,1822.77,1.01386,383,1696.12,504,23.84,100,5.68,115.548,2888.69,7452.4,331319000
C2,MDMA 0.1,Trial     2,B2,0:00:00-0:30:00,1965.56,1.24918,582,1750.52,711,33.36,171,8.92,110.098,2752.46,6193.68,242885000
C2,MDMA 0.1,Trial     2,B8,0:00:00-0:30:00,1956.42,1.08789,273,1703.24,363,16.68,82,4.28,117.082,2927.04,5732.37,251565000
C2,MDMA 0.1,Trial     2,C2,0:00:00-0:30:00,1502.05,0.841767,190,1399.64,282,14.16,89,5.04,117.207,2930.17,7727.96,343400000
C2,MDMA 0.1,Trial     2,C8,0:00:00-0:30:00,1506.49,0.990593,240,1770.6,320,18.36,92,6.88,117.746,2943.66,6747.61,249358000
C2,MDMA 0.1,Trial     2,D2,0:00:00-0:30:00,1948.6,1.084,537,1419.76,678,33.84,221,11.64,112.635,2815.88,7534.24,337021000
C2,MDMA 0.1,Trial     2,D8,0:00:00-0:30:00,2009.06,1.11711,443,1628.64,553,26.76,138,7.96,115.119,2877.96,6832.04,305228000
C2,MDMA 0.1,Trial     2,E2,0:00:00-0:30:00,2037.92,1.15007,532,1724.4,684,32.84,163,8.76,113.029,2825.73,6642.93,293272000
C2,MDMA 0.1,Trial     2,E8,0:00:00-0:30:00,2405.73,1.40184,607,1665.32,766,41.28,267,15.44,113.442,2836.06,6232.19,267012000
C2,MDMA 0.1,Trial     2,F2,0:00:00-0:30:00,3166.57,1.76773,1255,1638.48,1557,79.56,463,25.84,104.656,2616.41,5792.49,258391000
C2,MDMA 0.1,Trial     2,F8,0:00:00-0:30:00,2730.83,1.53804,1015,1705.24,1405,61.36,169,8.28,108.192,2704.79,5702.57,250651000
C2,MDMA 0.1,Trial     2,G2,0:00:00-0:30:00,1704.51,1.00863,387,1646.16,509,22.32,57,3.04,115.036,2875.91,6820.51,287580000
C2,MDMA 0.1,Trial     2,G8,0:00:00-0:30:00,1947.71,1.083,435,1555.76,536,24.72,90,5.16,115.145,2878.63,6685.53,298061000
C2,MDMA 0.1,Trial     2,H2,0:00:00-0:30:00,1800.08,1.12362,214,1647.48,267,19.08,86,6.2,117.463,2936.57,5889.56,232384000
C2,MDMA 0.1,Trial     2,H8,0:00:00-0:30:00,2802.59,1.55883,1130,1598.52,1506,73.28,308,17.28,107.486,2687.15,6707.44,289191000
C2,MDMA 0.3,Trial     2,A3,0:00:00-0:30:00,2116.75,1.17759,510,1710.72,689,34.36,200,11.32,112.931,2823.28,6807.58,304850000
C2,MDMA 0.3,Trial     2,A9,0:00:00-0:30:00,2033.22,1.13055,549,1250.96,719,33.24,139,7.88,112.943,2823.59,6691.37,300302000
C2,MDMA 0.3,Trial     2,B3,0:00:00-0:30:00,3356,1.86776,1510,1489.08,1921,90.6,360,19.92,101.737,2543.43,5361.42,240320000
C2,MDMA 0.3,Trial     2,B9,0:00:00-0:30:00,1765.17,0.981543,267,1712.56,312,13.32,27,1.56,116.282,2907.06,6271.72,277373000
C2,MDMA 0.3,Trial     2,C3,0:00:00-0:30:00,2243.78,1.24768,923,1725.48,1132,47.88,74,3.8,106.456,2661.41,6143.21,275406000
C2,MDMA 0.3,Trial     2,C9,0:00:00-0:30:00,2066.82,1.14923,318,1759.04,439,22.88,132,7.8,115.961,2899.03,6232.01,279580000
C2,MDMA 0.3,Trial     2,D3,0:00:00-0:30:00,2229.31,1.2422,597,1740.76,772,38.8,154,9.56,112.408,2810.2,6199.05,277061000
C2,MDMA 0.3,Trial     2,D9,0:00:00-0:30:00,2251.17,1.25173,664,1583.28,846,40.52,206,10.76,111.937,2798.42,6770.87,303606000
C2,MDMA 0.3,Trial     2,E3,0:00:00-0:30:00,3572.64,2.1086,1545,1612.92,1899,128.84,463,23.92,102.489,2562.23,4522.34,191051000
C2,MDMA 0.3,Trial     2,E9,0:00:00-0:30:00,1552.83,0.863431,190,1574.68,243,10.64,34,1.64,117.368,2934.21,7120.15,318798000
C2,MDMA 0.3,Trial     2,F3,0:00:00-0:30:00,2132.82,1.20553,575,1025.96,751,34.84,139,7.96,112.494,2812.35,6408.57,282855000
C2,MDMA 0.3,Trial     2,F9,0:00:00-0:30:00,1284.05,0.713981,92,1759.48,122,5.64,21,1.4,119.517,2987.93,8174.82,347814000
C2,MDMA 0.3,Trial     2,G3,0:00:00-0:30:00,2748.4,1.59187,862,1543.32,1202,61.52,301,18.24,107.568,2689.2,6029.72,259109000
C2,MDMA 0.3,Trial     2,G9,0:00:00-0:30:00,2846.5,1.58276,1006,1230.72,1383,66.76,301,16.68,108.101,2702.52,6128.52,274736000
C2,MDMA 0.3,Trial     2,H3,0:00:00-0:30:00,830.442,1.21873,132,1684.2,154,30.6,49,3.52,115.494,2887.35,5976.24,99797200
C2,MDMA 0.3,Trial     2,H9,0:00:00-0:30:00,1864.68,1.03683,322,1764.6,405,20.16,100,5.96,116.386,2909.65,6536.52,291718000
C2,MDMA 1,Trial     2,A4,0:00:00-0:30:00,2208.57,1.23832,669,1667.56,846,39.84,172,9.48,112.022,2800.56,6354.21,282241000
C2,MDMA 1,Trial     2,A10,0:00:00-0:30:00,3563.94,2.00717,1758,1627.92,2143,110.88,500,32.72,96.3909,2409.77,5599.07,247585000
C2,MDMA 1,Trial     2,B4,0:00:00-0:30:00,2049.5,1.15509,372,1755.24,548,27.72,124,7.56,113.487,2837.18,6335.81,279675000
C2,MDMA 1,Trial     2,B10,0:00:00-0:30:00,2061.99,1.14866,381,1751.2,479,24.8,171,10.28,114.377,2859.43,6602.35,294861000
C2,MDMA 1,Trial     2,C4,0:00:00-0:30:00,2241.66,1.24656,361,1700.36,499,24.56,128,7.28,115.099,2877.47,5852.64,262327000
C2,MDMA 1,Trial     2,C10,0:00:00-0:30:00,1818.08,1.03159,347,1767.24,478,21.24,59,3.52,115.249,2881.21,6610.22,289799000
C2,MDMA 1,Trial     2,D4,0:00:00-0:30:00,1930.37,1.21741,414,1709.04,534,31.32,137,8.08,114.455,2861.37,6078.32,236787000
C2,MDMA 1,Trial     2,D10,0:00:00-0:30:00,1677.89,0.932969,296,1769.04,396,18.32,98,5.4,115.98,2899.51,7315.72,324072000
C2,MDMA 1,Trial     2,E4,0:00:00-0:30:00,1748.23,0.973944,325,1648.84,439,22.28,153,8.8,115.533,2888.33,7347.04,326988000
C2,MDMA 1,Trial     2,E10,0:00:00-0:30:00,1517.49,0.8704,127,1265.56,162,7.72,32,1.96,117.861,2946.52,7048.4,305971000
C2,MDMA 1,Trial     2,F4,0:00:00-0:30:00,1810.55,1.00842,413,1711.68,521,24.4,98,5.56,115.325,2883.12,6868.86,305067000
C2,MDMA 1,Trial     2,F10,0:00:00-0:30:00,2628.55,1.46157,653,1228.56,867,47.28,259,16.92,111.096,2777.4,6219.25,278902000
C2,MDMA 1,Trial     2,G4,0:00:00-0:30:00,2256.7,1.25487,351,1770.36,411,19.88,110,5.84,116.434,2910.84,5334.39,238335000
C2,MDMA 1,Trial     2,G10,0:00:00-0:30:00,2927.6,1.62785,990,1700.44,1293,66.2,403,21.24,109.137,2728.42,6048.18,271134000
C2,MDMA 1,Trial     2,H4,0:00:00-0:30:00,2290.56,1.27369,748,1374.88,991,46.12,176,10.04,111.449,2786.22,6827.14,305521000
C2,MDMA 1,Trial     2,H10,0:00:00-0:30:00,2465.33,1.41637,763,1437.4,905,80.32,197,12.8,113.322,2833.06,6070.41,263553000
C2,MDMA 3,Trial     2,A5,0:00:00-0:30:00,1973.27,1.10372,641,1402.44,801,36.52,122,7.32,112.428,2810.69,7169.9,318423000
C2,MDMA 3,Trial     2,A11,0:00:00-0:30:00,4003.97,2.22665,1439,1652.52,1830,99.56,752,44.92,99.4561,2486.4,5705.93,255049000
C2,MDMA 3,Trial     2,B5,0:00:00-0:30:00,3027.67,1.68417,820,1710.48,1139,61.28,362,23.52,108.311,2707.79,5933.19,265220000
C2,MDMA 3,Trial     2,B11,0:00:00-0:30:00,2185,1.25353,389,1686.64,524,29.64,121,8.96,113.721,2843.02,6039.14,261634000
C2,MDMA 3,Trial     2,C5,0:00:00-0:30:00,2557.8,1.45296,792,851.44,1040,57.56,350,18.68,110.428,2760.71,6611.91,288736000
C2,MDMA 3,Trial     2,C11,0:00:00-0:30:00,1543.59,0.858411,200,1762.92,305,14.68,51,3.8,116.401,2910.04,7395.53,331305000
C2,MDMA 3,Trial     2,D5,0:00:00-0:30:00,1470.79,0.822552,78,1581,103,5.84,29,2,118.514,2962.86,7160.86,318415000
C2,MDMA 3,Trial     2,D11,0:00:00-0:30:00,5046.35,2.80596,2650,1559.72,3481,160.12,773,40.56,89.914,2247.85,4060.37,182315000
C2,MDMA 3,Trial     2,E5,0:00:00-0:30:00,3604.99,2.01194,1440,1454.84,1921,96.12,523,30,104.054,2601.36,5503.45,245294000
C2,MDMA 3,Trial     2,E11,0:00:00-0:30:00,2672.99,1.48628,880,1487.56,1198,58.8,325,16.32,108.9,2722.49,6127.7,263399000
C2,MDMA 3,Trial     2,F5,0:00:00-0:30:00,2737.39,1.62711,978,1614.28,1238,63.32,381,21.04,107.8,2695,6083.88,252846000
C2,MDMA 3,Trial     2,F11,0:00:00-0:30:00,2078.18,1.1556,600,1722.08,787,34.72,111,5.92,112.372,2809.29,6605.84,296298000
C2,MDMA 3,Trial     2,G5,0:00:00-0:30:00,2205.13,1.24857,900,1725.4,1011,52.68,168,8.36,112.682,2817.05,6598.97,287180000
C2,MDMA 3,Trial     2,G11,0:00:00-0:30:00,1934.84,1.09752,400,1543.16,519,25.36,151,8.44,114.898,2872.44,6709.76,295249000
C2,MDMA 3,Trial     2,H5,0:00:00-0:30:00,1510.11,1.20732,279,1734.96,359,19.32,108,6.64,114.82,2870.49,6091.96,190215000
C2,MDMA 3,Trial     2,H11,0:00:00-0:30:00,1635.33,0.909307,166,1010.68,243,12.36,65,4.04,117.612,2940.3,7335.33,319212000
C2,MDMA 10,Trial     2,A6,0:00:00-0:30:00,2152.79,1.21191,540,1719,777,37.6,156,9.32,112.453,2811.33,6501.43,287799000
C2,MDMA 10,Trial     2,A12,0:00:00-0:30:00,2369.12,1.32043,680,1515.28,938,47,228,13.08,110.67,2766.76,6501.45,291044000
C2,MDMA 10,Trial     2,B6,0:00:00-0:30:00,1708.96,0.955642,311,505.76,429,21.84,129,7.48,114.733,2868.32,7321.92,326148000
C2,MDMA 10,Trial     2,B12,0:00:00-0:30:00,2915.39,1.62107,1027,1413,1386,67.28,333,18.72,106.778,2669.46,5909.94,264393000
C2,MDMA 10,Trial     2,C6,0:00:00-0:30:00,3000.54,1.80053,1000,1686.08,1295,66.44,445,24.88,107.733,2693.33,5442.56,223608000
C2,MDMA 10,Trial     2,C12,0:00:00-0:30:00,2607.84,1.45006,906,1718.32,1218,55.08,163,10.12,108.389,2709.72,5715.22,255853000
C2,MDMA 10,Trial     2,D6,0:00:00-0:30:00,1644.54,0.914425,273,1561.12,356,15.8,41,2.32,116.191,2904.77,6952.05,310395000
C2,MDMA 10,Trial     2,D12,0:00:00-0:30:00,2544.25,1.45726,748,1668.48,1006,49.08,267,15.04,109.788,2744.71,5938.25,258896000
C2,MDMA 10,Trial     2,E6,0:00:00-0:30:00,929.365,0.995037,141,919.8,182,10.04,78,4.32,116.489,2912.22,7065.02,164198000
C2,MDMA 10,Trial     2,E12,0:00:00-0:30:00,1835.84,1.03007,419,1669.2,570,25.48,70,4.12,114.16,2854,6674.78,296413000
C2,MDMA 10,Trial     2,F6,0:00:00-0:30:00,4983.92,2.78238,2300,1586.52,3014,145.6,799,41.68,96.4387,2410.97,3957.53,176364000
C2,MDMA 10,Trial     2,F12,0:00:00-0:30:00,1766.19,1.00877,274,1061.16,361,16.76,75,4.16,116.451,2911.29,6583.7,287273000
C2,MDMA 10,Trial     2,G6,0:00:00-0:30:00,2997.91,1.78163,1409,1658.44,1804,90.2,340,17.52,102.069,2551.73,5592.93,227934000
C2,MDMA 10,Trial     2,G12,0:00:00-0:30:00,2522.41,1.40343,719,1724.84,1009,49.16,221,12.72,109.446,2736.16,6106.42,273757000
C2,MDMA 10,Trial     2,H6,0:00:00-0:30:00,3511.33,2.08249,1853,1605.88,2447,136.16,369,18.68,98.863,2471.58,4867.06,201565000
C2,MDMA 10,Trial     2,H12,0:00:00-0:30:00,1772.34,1.01479,346,1289.36,475,22,75,4.4,114.402,2860.05,6800.48,295590000
C2,MDMA DMSO,Trial     2,A1,0:00:00-0:30:00,2659.45,1.55618,774,1096.84,996,55.88,388,24.8,109.758,2743.95,6678.96,284757000
C2,MDMA DMSO,Trial     2,A7,0:00:00-0:30:00,1606.59,0.903167,108,1649.68,128,6.24,27,1.92,118.024,2950.61,6673.76,296081000
C2,MDMA DMSO,Trial     2,B1,0:00:00-0:30:00,454.227,0.644513,5,2.44,7,0.28,3,0.12,118.74,2968.51,7591.69,133515000
C2,MDMA DMSO,Trial     2,B7,0:00:00-0:30:00,2391.77,1.33963,793,1714.96,1086,57.28,312,17.68,110.443,2761.07,7177.28,308358000
C2,MDMA DMSO,Trial     2,C1,0:00:00-0:30:00,1127.18,0.627521,40,1609.12,54,2.64,11,0.68,120.138,3003.45,8192.69,351425000
C2,MDMA DMSO,Trial     2,C7,0:00:00-0:30:00,1906.92,1.06032,300,1754.92,383,17.4,67,3.64,116.855,2921.37,6358.36,283621000
C2,MDMA DMSO,Trial     2,D1,0:00:00-0:30:00,2408.94,1.37427,764,1683.76,1002,51.6,230,14.28,110.264,2756.6,6409.28,280111000
C2,MDMA DMSO,Trial     2,D7,0:00:00-0:30:00,2571.89,1.43007,739,1313.44,939,44.04,190,10.68,110.75,2768.75,5634.08,252925000
C2,MDMA DMSO,Trial     2,E1,0:00:00-0:30:00,3735.26,2.08688,1503,1652.48,1837,96.12,610,33.8,102.013,2550.33,5317.07,237524000
C2,MDMA DMSO,Trial     2,E7,0:00:00-0:30:00,3098.56,1.72292,1293,1612.88,1518,74,417,20.16,108.208,2705.2,5573.95,249540000
C2,MDMA DMSO,Trial     2,F1,0:00:00-0:30:00,776.306,0.812137,33,1624.04,39,1.96,12,0.6,119.069,2976.72,6792.42,159785000
C2,MDMA DMSO,Trial     2,F7,0:00:00-0:30:00,2486.51,1.38275,595,1724.32,768,38.84,231,13,113.32,2833.01,6116.59,274549000
C2,MDMA DMSO,Trial     2,G1,0:00:00-0:30:00,1231.45,1.02761,194,1093.08,239,12.64,68,4.44,115.33,2883.24,6485.74,193106000
C2,MDMA DMSO,Trial     2,G7,0:00:00-0:30:00,1443.13,0.802614,94,1768.08,120,5.56,20,1.24,117.963,2949.08,7121.83,319564000
C2,MDMA DMSO,Trial     2,H1,0:00:00-0:30:00,768.588,1.40469,244,860.48,302,499.12,82,411.8,113.323,2833.08,6302.04,84352800
C2,MDMA DMSO,Trial     2,H7,0:00:00-0:30:00,2361.37,1.31353,816,1721.84,1058,47.96,175,9.2,110.786,2769.64,6420,286159000
C3,Amp 0.1,Trial    10,A2,0:00:00-0:30:00,1732.74,0.99423,388,1741.72,479,25.28,121,7.52,113.381,2834.53,7260.13,312824000
C3,Amp 0.1,Trial    10,A8,0:00:00-0:30:00,2556.93,1.42172,721,1679.2,1084,47.68,134,6.76,110.826,2770.66,5690.62,255372000
C3,Amp 0.1,Trial    10,B2,0:00:00-0:30:00,3055.25,1.6988,904,1700.92,1247,65.92,431,24.52,108.338,2708.46,5850.02,262438000
C3,Amp 0.1,Trial    10,B8,0:00:00-0:30:00,2736.46,1.52161,1022,1708.04,1264,61,311,18.04,107.653,2691.33,6100.59,272666000
C3,Amp 0.1,Trial    10,C2,0:00:00-0:30:00,1785.84,0.993525,424,1745.6,557,24.88,69,4.16,113.1,2827.51,6913.16,309184000
C3,Amp 0.1,Trial    10,C8,0:00:00-0:30:00,1823.41,1.01386,418,608.28,608,28.8,127,7.44,114.207,2855.18,7531.32,336040000
C3,Amp 0.1,Trial    10,D2,0:00:00-0:30:00,2568.58,1.45631,857,1703.2,1138,55.96,312,17.08,106.751,2668.77,6280.44,275039000
C3,Amp 0.1,Trial    10,D8,0:00:00-0:30:00,2911.34,1.74885,856,1706.76,1189,63.84,415,23.84,108.632,2715.8,5883.19,243699000
C3,Amp 0.1,Trial    10,E2,0:00:00-0:30:00,1969.31,1.09608,539,1750.56,688,31.88,188,9.4,113.209,2830.22,7071.07,315214000
